1883;1885;37457;LES20060815;RAKAOTA Khotsofalang;???;LES;19;10;;;;;;;;;;;;;
2121;2115;37293;IND19990209;RAM Birma;???;IND;26;7;;;;;;;;;;;;;
1058;1365;32917;CRC20020503;RAMIREZ GONZALEZ Donovan;???;CRC;23;35;;;;;;;;;;;;;
2051;2043;32016;VEN20011017;RAMIREZ MAYORGA Yilber;???;VEN;24;7;;;;;;;;;;;;;
1009;1065;32918;CRC20020714;RAMIREZ VENEGAS Joseph Gerardo;???;CRC;23;38;;;;;;;;;;;;;
1457;1454;26341;JAM19980924;RAMSAY Andrew;???;JAM;27;17;;;;;;;;;;;;;
1340;1334;33026;BUR19970000;RAWENDE Moucaila;???;BUR;28;21;;;;;;;;;;;;;
2376;2365;19525;ETH19910812;REDAE Tedros Tesfu;???;ETH;34;4;;;;;;;;;;;;;
1408;1406;36469;NED20020704;REEMEIJER Niels;???;NED;23;19;;;;;;;;;;;;;
2050;2041;31838;GBR20010316;REES Oliver;???;GBR;24;7;;;;;;;;;;;;;
2474;2466;34299;ITA20010727;REGNANTI Matteo;???;ITA;24;4;;;;;;;;;;;;;
1523;1521;13740;SUI19890528;REICHENBACH Sébastien;???;SUI;36;15;;;;;;;;;;;;;
2899;2891;29584;COL20000407;RENDON FRANCO Juan Tito;???;COL;25;1;;;;;;;;;;;;;
2621;2614;34484;ECU20020807;REVELO PAUCAR Franklin Joel;???;ECU;23;3;;;;;;;;;;;;;
2341;2332;37005;ESP20030311;REY VAZQUEZ Martin;???;ESP;22;5;;;;;;;;;;;;;
1297;1289;24736;PUR19950127;REYES ACEVEDO Elvys Noel;???;PUR;30;22;;;;;;;;;;;;;
1272;1265;23308;COL19950422;REYES ORTEGA Aldemar;???;COL;30;23;;;;;;;;;;;;;
2116;2110;36931;NCA20010807;REYES QUINTERO Jose Alexis;???;NCA;24;7;;;;;;;;;;;;;
2786;2782;35417;DOM19940126;REYES REYES Pablo Alcides;???;DOM;31;2;;;;;;;;;;;;;
1233;1226;33806;FRA20001210;RIBEIRO DA CRUZ Mathias;???;FRA;25;25;;;;;;;;;;;;;
2678;-;23083;BER19930923;RICHARDSON Che'quan;???;BER;32;2;;;;;;;;;;;;;
1524;1523;16099;SUR19900923;RICKETS Moses;???;SUR;35;15;;;;;;;;;;;;;
2087;2079;35347;GUY19810316;RIDLEY Kwame;???;GUY;44;7;;;;;;;;;;;;;
2548;2542;37160;FRA20050325;RISAL Mathis;???;FRA;20;4;;;;;;;;;;;;;
1082;1075;27270;AUT19961223;RITZINGER Felix;???;AUT;29;33;;;;;;;;;;;;;
2138;2127;15778;VEN19891223;RIVAS MOLINA Angel Diosmede;???;VEN;36;6;;;;;;;;;;;;;
1921;1921;36770;PUR20050102;RIVERA OTERO Loyd Yuan;???;PUR;20;9;;;;;;;;;;;;;
2578;2877;26638;CRC19980628;RIVERA SERRANO Kevin Manuel;???;CRC;27;3;;;;;;;;;;;;;
1683;1675;21625;PAR19941111;RIVEROS DIARTE Francisco Daniel;???;PAR;31;12;;;;;;;;;;;;;
2974;2969;37505;VEN19971212;ROA Kevin;???;VEN;28;1;;;;;;;;;;;;;
1444;1235;3382;GUA19840705;RODAS OCHOA Manuel Oseas;???;GUA;41;17;;;;;;;;;;;;;
2820;2814;36794;ANG20070213;RODRIGUES Kilson;???;ANG;18;2;;;;;;;;;;;;;
1428;1423;31710;ESA20010323;RODRIGUEZ RODRIGUEZ Brandon Ulises;???;ESA;24;18;;;;;;;;;;;;;
2916;2909;33010;VEN20021029;RODRIGUEZ Ruddy;???;VEN;23;1;;;;;;;;;;;;;
2293;2280;33261;ITA20030825;ROGANTI Simone;???;ITA;22;5;;;;;;;;;;;;;
2795;2790;35814;BEL19960114;ROGIER Stef;???;BEL;29;2;;;;;;;;;;;;;
1007;1684;29295;CRC20000209;ROJAS CAMPOS Gabriel Francisco;???;CRC;25;38;;;;;;;;;;;;;
2514;2506;36089;CHI20050219;ROJAS RIVAS Diego;???;CHI;20;4;;;;;;;;;;;;;
1624;1617;25907;NCA19990326;ROJAS SANCHEZ Henry Antonio;???;NCA;26;14;;;;;;;;;;;;;
1691;1685;30780;NED20010720;RONHAAR Pim;???;NED;24;12;;;;;;;;;;;;;
2464;2456;33981;PUR20030805;ROSADO ARROYO Abel;???;PUR;22;4;;;;;;;;;;;;;
2227;2217;15920;USA19890905;ROSSKOPF Joseph;???;USA;36;5;;;;;;;;;;;;;
1246;1102;24393;MRI19980924;ROUGIER-LAGANE Christopher;???;MRI;27;24;;;;;;;;;;;;;
1752;1747;34285;INA20030903;ROYAN Muhammad Andy;???;INA;22;11;;;;;;;;;;;;;
2630;2624;35863;CZE20051110;RUBES Daniel;???;CZE;20;3;;;;;;;;;;;;;
2331;2322;36116;VEN20050727;RUEDA CACERES Arlex Jose;???;VEN;20;5;;;;;;;;;;;;;
2537;2529;36882;BOT20030303;RUELE Thebeyame;???;BOT;22;4;;;;;;;;;;;;;
2042;2034;29434;PER19980905;RUIZ CALLE Robinson Steven;???;PER;27;7;;;;;;;;;;;;;
2233;2223;19805;VEN19880210;RUIZ Juan Jose;???;VEN;37;5;;;;;;;;;;;;;
2837;2832;37044;FRA20040127;RULLIER Hans;???;FRA;21;2;;;;;;;;;;;;;
2912;2905;32770;CAN20010524;RUSSELL Evan;???;CAN;24;1;;;;;;;;;;;;;
1440;1439;36707;SWE20010202;RYDERGREN Joel;???;SWE;24;18;;;;;;;;;;;;;
1968;1965;34247;NOR20030208;RYE-JOHNSEN Jon;???;NOR;22;8;;;;;;;;;;;;;
2264;2254;30238;DEN19991222;RYTTERSGAARD Sebastian;???;DEN;26;5;;;;;;;;;;;;;
2479;2470;34463;MAR20000914;SAAOUD Mohamed;???;MAR;25;4;;;;;;;;;;;;;
1933;1172;14896;MAR19900101;SABER Lahcen;???;MAR;35;8;;;;;;;;;;;;;
2166;2156;31799;MAR19980823;SADKI Mohamed;???;MAR;27;6;;;;;;;;;;;;;
1449;1447;21757;ISR19941205;SAGIV Guy;???;ISR;31;17;;;;;;;;;;;;;
2873;2865;21188;ALG19941209;SAIDI Nassim;???;ALG;31;1;;;;;;;;;;;;;
2772;2769;34919;BEN20040730;SAIZONOU Glorad;???;BEN;21;2;;;;;;;;;;;;;
1113;1103;25611;POL19970824;SAJNOK Szymon;???;POL;28;31;;;;;;;;;;;;;
2634;2627;36538;CRC20031008;SALAS VARGAS Josue;???;CRC;22;3;;;;;;;;;;;;;
2450;2440;32750;GUA20011119;SAM POZ Edwin;???;GUA;24;4;;;;;;;;;;;;;
2418;2407;29852;GUA19990524;SAM POZ Henry Alberto;???;GUA;26;4;;;;;;;;;;;;;
2176;2165;33599;AUS20031222;SAMPSON Andrew;???;AUS;22;6;;;;;;;;;;;;;
2940;2933;35498;ERI20031116;SAMUEL Dawit;???;ERI;22;1;;;;;;;;;;;;;
2862;-;37892;CRC20060125;SANCHO PORRAS Jose Pablo;???;CRC;19;2;;;;;;;;;;;;;
1560;1559;31255;SWE19960106;SANDÖR Gabriel;???;SWE;29;15;;;;;;;;;;;;;
2523;2515;36476;FRA20030119;SANLAVILLE Mathias;???;FRA;22;4;;;;;;;;;;;;;
1679;1670;37145;BRA20040730;SANTOS Vinicius Silva;???;BRA;21;13;;;;;;;;;;;;;
1598;1592;36945;RUS20050517;SAVEKIN Ilya;???;RUS;20;15;;;;;;;;;;;;;
2304;2292;34211;FRA20040611;SAVIOZ Colin;???;FRA;21;5;;;;;;;;;;;;;
2784;2780;35342;LAO19811007;SAYAVONG Vongviset;???;LAO;44;2;;;;;;;;;;;;;
1042;1037;20936;AUT19940514;SCHÖNBERGER Sebastian;???;AUT;31;35;;;;;;;;;;;;;
1488;1487;36656;DEN20051029;SCHULZ JØRGENSEN Mads;???;DEN;20;17;;;;;;;;;;;;;
2939;2932;35322;IRL20040102;SCULLY Conal;???;IRL;21;1;;;;;;;;;;;;;
2091;2083;35524;KOS19890918;SEJDIU Edmond;???;KOS;36;7;;;;;;;;;;;;;
2649;2642;37798;NOR20051231;SEKSE Jørgen;???;NOR;20;3;;;;;;;;;;;;;
2225;2214;10954;GER19890219;SELIG Rüdiger;???;GER;36;5;;;;;;;;;;;;;
1314;1307;31477;BIH20010104;SELIMOVIC Husein;???;BIH;24;22;;;;;;;;;;;;;
1795;1792;28180;KAZ19990508;SEMENOV Alexandr;???;KAZ;26;10;;;;;;;;;;;;;
1492;1492;21081;VEN19910707;SEQUERA Pedro;???;VEN;34;16;;;;;;;;;;;;;
1854;1856;35434;GHA20040615;SESI Emmanuel;???;GHA;21;10;;;;;;;;;;;;;
2106;2100;36595;NED19940905;SEVERIJN Thom;???;NED;31;7;;;;;;;;;;;;;
2825;2819;36901;GUY;SHAPE Jamaries;???;GUY;0;2;;;;;;;;;;;;;
2540;2532;36900;GUY;SHAPE Kareem;???;GUY;0;4;;;;;;;;;;;;;
1367;1362;32088;RUS20020603;SHCHEGOLKOV Ilia;???;RUS;23;20;;;;;;;;;;;;;
995;994;36467;USA20040630;SHELTON Marcis;???;USA;21;39;;;;;;;;;;;;;
2434;2425;31302;UKR19991023;SHEVCHENKO Oleksandr;???;UKR;26;4;;;;;;;;;;;;;
2933;2926;35062;GBR20000501;SHOREMAN Tim;???;GBR;25;1;;;;;;;;;;;;;
1909;1910;33945;RUS20040724;SHTIN Valery;???;RUS;21;9;;;;;;;;;;;;;
2487;2478;34876;ZIM19880327;SHUMBA Rodrick;???;ZIM;37;4;;;;;;;;;;;;;
2680;2675;23094;ZIM19981113;SIBANDA Mthokozisi;???;ZIM;27;2;;;;;;;;;;;;;
2057;2049;32542;SWZ19990301;SIKHONDZE Sihlangu;???;SWZ;26;7;;;;;;;;;;;;;
2435;-;31377;FIN20000808;SILLANKORVA Jaakko;???;FIN;25;4;;;;;;;;;;;;;
1388;1385;4020;ANG19841022;SILVA Igor Alberto Secundino;???;ANG;41;19;;;;;;;;;;;;;
1516;1516;1947;BRA19830109;SILVA Roberto Pinheiro;???;BRA;42;15;;;;;;;;;;;;;
2787;2783;35499;ERI20041102;SIMON Gezai;???;ERI;21;2;;;;;;;;;;;;;
642;638;7834;FRA19851004;SIMON Julien;???;FRA;40;82;;;;;;;;;;;;;
1734;1726;25776;MKD19840429;SIMONOVSKI Darko;???;MKD;41;11;;;;;;;;;;;;;
2054;2046;32249;IND19980117;SINGH SEKHON Harshveer;???;IND;27;7;;;;;;;;;;;;;
2551;2545;37294;IND19941204;SINGH Simranjeet;???;IND;31;4;;;;;;;;;;;;;
2484;2475;34705;IND20020320;SINGH Vishavjeet;???;IND;23;4;;;;;;;;;;;;;
775;768;9957;NED19890209;SINKELDAM Ramon;???;NED;36;60;;;;;;;;;;;;;
1742;1735;30592;SEY20040720;SINON Jayden;???;SEY;21;11;;;;;;;;;;;;;
2809;2803;36499;LAT20050511;SIPOVICS Riks;???;LAT;20;2;;;;;;;;;;;;;
786;777;18945;THA19920823;SIRIRONNACHAI Sarawut;???;THA;33;59;;;;;;;;;;;;;
1981;1979;35888;GUA20030215;SISIMITH XUYA Eli Alejandro;???;GUA;22;8;;;;;;;;;;;;;
2157;2147;29328;DEN20000611;SKOT-HANSEN Aksel Bech;???;DEN;25;6;;;;;;;;;;;;;
2576;2567;25612;POL19970531;SLAWEK Damian;???;POL;28;3;;;;;;;;;;;;;
1480;1478;35454;IVB19810719;SMITH Calvin;???;IVB;44;17;;;;;;;;;;;;;
1758;1753;35590;CPV19950408;SOARES Eliezer;???;CPV;30;11;;;;;;;;;;;;;
1539;1536;26124;MDA19880401;SOBENNICOV Andrei;???;MDA;37;15;;;;;;;;;;;;;
1281;1274;33537;BEN20010526;SODJEDE Ricardo Chilvers;???;BEN;24;23;;;;;;;;;;;;;
2890;2882;27903;INA19920713;SOLEH Abdul;???;INA;33;1;;;;;;;;;;;;;
2061;2052;32914;FRA20020517;SOUCHON Antonin;???;FRA;23;7;;;;;;;;;;;;;
2088;2080;35357;LAO19890409;SOUTHAMMAVONG Fongsamouth;???;LAO;36;7;;;;;;;;;;;;;
1018;1014;29810;SEY19990515;SOUYAVE Jean-Yves;???;SEY;26;37;;;;;;;;;;;;;
1618;1611;22830;BEN19960718;SOWOU Rémi;???;BEN;29;14;;;;;;;;;;;;;
2624;2617;35018;BEL20010807;SQUIRE Ben;???;BEL;24;3;;;;;;;;;;;;;
1653;1522;13812;SRB19880708;STANKOVIC Marko;???;SRB;37;13;;;;;;;;;;;;;
1299;1292;25115;GBR19960322;STEDMAN Maximilian;???;GBR;29;22;;;;;;;;;;;;;
1814;1812;32107;RSA20020515;STEDMAN Travis;???;RSA;23;10;;;;;;;;;;;;;
2978;2973;37718;FRA20020724;STEVANT Malo;???;FRA;23;1;;;;;;;;;;;;;
1163;1156;33247;AUT20030713;STIEGER Adrian;???;AUT;22;29;;;;;;;;;;;;;
2288;1826;32974;SUI19990108;STÖCKLI Jan;???;SUI;26;5;;;;;;;;;;;;;
1090;1084;34214;BUL19921212;STOYNEV Emil;???;BUL;33;33;;;;;;;;;;;;;
2152;2142;27457;PAN19960326;STRAH MENDEZ Alex Antonio;???;PAN;29;6;;;;;;;;;;;;;
2876;2867;22159;COL19921128;SUAZA ARANGO Bernardo Albeiro;???;COL;33;1;;;;;;;;;;;;;
2560;2554;37855;IRQ20060201;SULAIMAN Mohammed Sulaiman;???;IRQ;19;4;;;;;;;;;;;;;
2012;2007;21696;GEO19921007;SUVADZOGLU Giorgi;???;GEO;33;7;;;;;;;;;;;;;
1298;1290;24823;ISV19830128;SWANTON Stephen;???;ISV;42;22;;;;;;;;;;;;;
2511;2502;35941;NED20020831;SWENNE Delano;???;NED;23;4;;;;;;;;;;;;;
1144;1136;31676;UKR20021025;SYDOR Sergiy;???;UKR;23;30;;;;;;;;;;;;;
2266;2256;30665;GHA19731121;SYMONDS Christopher;???;GHA;52;5;;;;;;;;;;;;;
2334;2324;36466;USA20010120;TABARES Nicholas;???;USA;24;5;;;;;;;;;;;;;
2443;2433;32213;FRA19990702;TAILLANDIER Axel;???;FRA;26;4;;;;;;;;;;;;;
2393;2381;25957;LTU19940517;TALACKA Lukas;???;LTU;31;4;;;;;;;;;;;;;
1372;1369;34378;EST20040402;TAMM Lauri;???;EST;21;20;;;;;;;;;;;;;
2238;2228;23507;GBR19941117;TANFIELD Harry;???;GBR;31;5;;;;;;;;;;;;;
1842;1841;33898;TOG19961231;TCHALEM Nyouleleng Fidèle;???;TOG;29;10;;;;;;;;;;;;;
2499;2490;35458;ITA20031115;TEBALDI Manuel;???;ITA;22;4;;;;;;;;;;;;;
2826;2820;36903;ETH;TEKLEMEDIN Amanuel;???;ETH;0;2;;;;;;;;;;;;;
2664;2659;18396;CMR19840327;TELLA Arthuce Jodele;???;CMR;41;2;;;;;;;;;;;;;
1744;1738;31753;SUI20021106;TENDON Arnaud;???;SUI;23;11;;;;;;;;;;;;;
2200;2189;36672;ALG19970819;TERRAB Khaled Abdelhamid;???;ALG;28;6;;;;;;;;;;;;;
2205;2194;36755;ERI20030804;TESFAY Esrom;???;ERI;22;6;;;;;;;;;;;;;
2115;2109;36909;ETH20050623;TESFAY Teklehaymanot Amanuel;???;ETH;20;7;;;;;;;;;;;;;
2177;2166;33715;THA20021201;THIMACHAI Kongphob;???;THA;23;6;;;;;;;;;;;;;
1930;1930;7837;FRA19860419;THIRE Jonathan;???;FRA;39;8;;;;;;;;;;;;;
2383;2371;23145;ANT19841128;THOMAS Conroy;???;ANT;41;4;;;;;;;;;;;;;
1274;1267;26940;CMR19920819;TIENTCHEU Michel;???;CMR;33;23;;;;;;;;;;;;;
2107;2101;36702;CRO20050120;TISAJ Jan;???;CRO;20;7;;;;;;;;;;;;;
2846;2841;37481;LES20060528;TLOUOE Thato;???;LES;19;2;;;;;;;;;;;;;
2430;2421;31177;COL19960424;TOBAR DAZA Cristian Camilo;???;COL;29;4;;;;;;;;;;;;;
2573;2564;24978;GUA19950307;TOC XON Gerson Victoriano;???;GUA;30;3;;;;;;;;;;;;;
1541;1351;26467;MLI19941011;TOGOLA Moussa;???;MLI;31;15;;;;;;;;;;;;;
2817;2811;36703;CRO20050622;TOMIC Ivan Luka;???;CRO;20;2;;;;;;;;;;;;;
1150;1182;33565;SIN20020117;TONG Khoon Fung Thomas;???;SIN;23;30;;;;;;;;;;;;;
1068;1059;26749;VEN19970214;TORRES CASTELLANOS Edwin Yair;???;VEN;28;34;;;;;;;;;;;;;
2827;2821;36914;GUM19920717;TORRES Jacob;???;GUM;33;2;;;;;;;;;;;;;
1468;1465;31748;PER20010407;TOSCANO FERNANDEZ Bill Janz;???;PER;24;17;;;;;;;;;;;;;
2806;2094;36313;BEN20041223;TOSSAVI Ted Jerof;???;BEN;21;2;;;;;;;;;;;;;
1988;1985;36745;HUN20050906;TOTH Marko;???;HUN;20;8;;;;;;;;;;;;;
2405;2392;27825;VIE19941125;TRAN Nguyen Minh Tri;???;VIE;31;4;;;;;;;;;;;;;
1785;1782;26469;CIV19890615;TRAORE Souleymane;???;CIV;36;10;;;;;;;;;;;;;
2132;2123;37858;ITA20060205;TRAVELLA Nicholas;???;ITA;19;7;;;;;;;;;;;;;
1976;1973;35171;TTO20021204;TREPTE Liam;???;TTO;23;8;;;;;;;;;;;;;
2027;2022;26619;HON19950830;TRIMINIO MARTINEZ Cristhian Antonio;???;HON;30;7;;;;;;;;;;;;;
1773;1769;19623;VIE19921204;TRINH Duc Tam;???;VIE;33;10;;;;;;;;;;;;;
2777;2774;35198;MKD19931025;TRPCEVSKI Ivan;???;MKD;32;2;;;;;;;;;;;;;
2880;2871;23251;ESP19930110;TRUEBA DIEGO Alvaro;???;ESP;32;1;;;;;;;;;;;;;
2708;2703;30021;UKR19980411;TSARAN Rostislav;???;UKR;27;2;;;;;;;;;;;;;
2452;2442;33109;JPN20021221;TSUDA Yugi;???;JPN;23;4;;;;;;;;;;;;;
555;549;34989;UZB20050214;TSVETKOV Nikita;???;UZB;20;104;;;;;;;;;;;;;
2252;2239;28281;AUS19960515;TUCKNOTT Reece;???;AUS;29;5;;;;;;;;;;;;;
2378;2366;21217;PHI19891228;TUGAWIN Ryan;???;PHI;36;4;;;;;;;;;;;;;
2446;2436;32506;GUA19990218;TUIZ TUY Victor Alfonso;???;GUA;26;4;;;;;;;;;;;;;
2003;1998;11331;ANG19860313;TUTO Jose Cruz Kessengue;???;ANG;39;7;;;;;;;;;;;;;
1343;1336;33726;RWA20030812;TUYIZERE Etienne;???;RWA;22;21;;;;;;;;;;;;;
1112;1100;13800;GRE19890103;TZORTZAKIS Polychronis;???;GRE;36;31;;;;;;;;;;;;;
2781;-;35317;JPN20000224;UCHIDA Takami;???;JPN;25;2;;;;;;;;;;;;;
2517;2509;36139;URU19900627;UMPIERREZ SORIA Giovanny Ariel;???;URU;35;4;;;;;;;;;;;;;
2711;2706;30550;FRA20000223;URCEL Adrien Rémi;???;FRA;25;2;;;;;;;;;;;;;
1668;1659;32951;FRA19970321;URCEL Damien;???;FRA;28;13;;;;;;;;;;;;;
2068;2060;33871;ISR20031203;URI Yonatan;???;ISR;22;7;;;;;;;;;;;;;
2437;2427;31686;NCA19950927;URIARTE ABURTO Leenar Antonio;???;NCA;30;4;;;;;;;;;;;;;
2861;2856;37880;RUS19900321;UTKIN Michael;???;RUS;35;2;;;;;;;;;;;;;
1553;1549;29174;CZE20000909;VACEK Karel;???;CZE;25;15;;;;;;;;;;;;;
2694;2688;27450;NCA19951031;VALLE MOLINA Larry Reyn;???;NCA;30;2;;;;;;;;;;;;;
1100;1090;26428;INA19970908;VAN AERT Bernard Benyamin;???;INA;28;32;;;;;;;;;;;;;
1447;1445;20749;BEL19920410;VAN BREUSSEGEM Elias;???;BEL;33;17;;;;;;;;;;;;;
2976;2971;37674;NED20051004;VAN DE STREEK Jost;???;NED;20;1;;;;;;;;;;;;;
1865;1867;36422;BEL20051128;VAN DEN BOER Seppe;???;BEL;20;10;;;;;;;;;;;;;
963;958;27908;BEL19940915;VAN DYCK Wesley;???;BEL;31;41;;;;;;;;;;;;;
903;892;20642;NED19940414;VAN EMPEL Etienne;???;NED;31;47;;;;;;;;;;;;;
1574;1571;33758;NED20021116;VAN HERK Bram;???;NED;23;15;;;;;;;;;;;;;
1191;1190;15249;NED19910807;VAN KESSEL Corné;???;NED;34;26;;;;;;;;;;;;;
2222;2212;7104;NED19880118;VAN POPPEL Boy;???;NED;37;5;;;;;;;;;;;;;
2922;2915;33793;NED19961002;VAN WEELE Jannes;???;NED;29;1;;;;;;;;;;;;;
1551;1547;28774;MKD19990920;VANCHEVSKI Kristijan;???;MKD;26;15;;;;;;;;;;;;;
2333;-;36377;BEL20050426;VANDENBERGHE Viktor;???;BEL;20;5;;;;;;;;;;;;;
1687;1679;27181;BAR19960305;VANDERPOOL Gregory;???;BAR;29;12;;;;;;;;;;;;;
1303;1297;27121;NCA19921208;VANEGAS CALERO Argenis de la Conception;???;NCA;33;22;;;;;;;;;;;;;
1774;1770;19653;BEL19931210;VANTHOURENHOUT Michael;???;BEL;32;10;;;;;;;;;;;;;
2860;2855;37824;PER20061102;VAREA CHUNG José Daniel;???;PER;19;2;;;;;;;;;;;;;
2555;2549;37711;BOL19830204;VARGAS MARQUEZ Leonis;???;BOL;42;4;;;;;;;;;;;;;
2748;2740;33479;PAN20030830;VARGAS MIRANDA Cristopher;???;PAN;22;2;;;;;;;;;;;;;
852;844;26468;GUA19950619;VASQUEZ VASQUEZ Juan Mardoqueo;???;GUA;30;51;;;;;;;;;;;;;
2931;2924;34609;CZE20030218;VAVRA Petr;???;CZE;22;1;;;;;;;;;;;;;
2875;-;21705;CRC19940119;VEGA OROZCO Kristopher;???;CRC;31;1;;;;;;;;;;;;;
2691;2685;26745;ARG19940917;VELARDEZ Leandro Javier;???;ARG;31;2;;;;;;;;;;;;;
1194;1192;21886;ALB19940120;VELIA Olsian;???;ALB;31;26;;;;;;;;;;;;;
2643;2636;37065;ITA20020627;VENERI Raffaele;???;ITA;23;3;;;;;;;;;;;;;
1866;1710;36484;ALB20051009;VENOMI Flavio;???;ALB;20;10;;;;;;;;;;;;;
2217;2206;4226;RSA19870213;VENTER Jaco;???;RSA;38;5;;;;;;;;;;;;;
2887;2879;27271;AUT19970614;VERMEULEN Moran;???;AUT;28;1;;;;;;;;;;;;;
2936;2929;35173;NED20010402;VERZIJL Sten;???;NED;24;1;;;;;;;;;;;;;
2520;2512;36418;NOR20051022;VESLUM Sebastian;???;NOR;20;4;;;;;;;;;;;;;
2852;2847;37672;FRA19981215;VIDAL Victor;???;FRA;27;2;;;;;;;;;;;;;
2488;2479;34936;CHI20000218;VIDAURRE KOSSMANN Martin;???;CHI;25;4;;;;;;;;;;;;;
2612;2603;33330;BEL20020503;VIDTS Obie;???;BEL;23;3;;;;;;;;;;;;;
2373;2362;18193;GRN19901123;VIECHWEG Tessimy;???;GRN;35;4;;;;;;;;;;;;;
1456;1453;26087;GRE19970704;VILA Emiliano;???;GRE;28;17;;;;;;;;;;;;;
1410;1160;20337;CRC19920929;VILLALOBOS ALPIZAR Rodolfo;???;CRC;33;18;;;;;;;;;;;;;
1466;1463;31709;VEN20010811;VILORIA VIERAS Enmanuel David;???;VEN;24;17;;;;;;;;;;;;;
2907;2900;31459;LAT20010705;VINDECS Agris;???;LAT;24;1;;;;;;;;;;;;;
2226;2216;15780;NZL19911122;VINK Michael;???;NZL;34;5;;;;;;;;;;;;;
1952;1950;31492;SUI19950119;VITZTHUM Simon;???;SUI;30;8;;;;;;;;;;;;;
2773;2770;34960;ECU20041130;VIVAS VILLARREAL Adonis Vinicio;???;ECU;21;2;;;;;;;;;;;;;
2065;2057;33528;BEL19991215;VOLKAERT Jonas;???;BEL;26;7;;;;;;;;;;;;;
2761;2754;34290;ITA20041214;VOLPATO Leonardo;???;ITA;21;2;;;;;;;;;;;;;
2783;2779;35341;LAO19871016;VONGDEUANE Thanakone;???;LAO;38;2;;;;;;;;;;;;;
1934;1933;18298;LAT19920626;VOSEKALNS Andris;???;LAT;33;8;;;;;;;;;;;;;
2460;2452;33924;GRE19930428;VOUKELATOS Nikolaos;???;GRE;32;4;;;;;;;;;;;;;
2661;2654;13778;MDA19920327;VRABII Andrei;???;MDA;33;2;;;;;;;;;;;;;
2823;2817;36844;MNE20040912;VUCKOVIC Kristijan;???;MNE;21;2;;;;;;;;;;;;;
1176;1173;16979;FRA19880601;VUILLERMOZ Alexis;???;FRA;37;27;;;;;;;;;;;;;
2075;2066;34529;CZE20040717;VYSOCAN Daniel;???;CZE;21;7;;;;;;;;;;;;;
2073;2064;34323;SUR20031117;WADILIE Riandy Xavi;???;SUR;22;7;;;;;;;;;;;;;
2559;2553;37775;NOR20060801;WAEHRE Anders;???;NOR;19;4;;;;;;;;;;;;;
2228;2218;18002;SYR19910115;WAIS Ahmad Badreddin;???;SYR;34;5;;;;;;;;;;;;;
1308;1301;29355;GRN19990119;WALTERS Red;???;GRN;26;22;;;;;;;;;;;;;
1427;1422;31680;CHN20000708;WANG Ruidong;???;CHN;25;18;;;;;;;;;;;;;
2513;2505;36000;AUS20050502;WARD Jack;???;AUS;20;4;;;;;;;;;;;;;
2111;2105;36825;UGA1996;WASSWA Peter Mutawongo;???;UGA;29;7;;;;;;;;;;;;;
2300;2288;33955;GBR20010313;WESTLEY Dylan;???;GBR;24;5;;;;;;;;;;;;;
951;1012;28768;BER19991019;WHITE Conor;???;BER;26;42;;;;;;;;;;;;;
1763;1759;36998;FRA20000324;WILL Dilhan;???;FRA;25;11;;;;;;;;;;;;;
1504;1505;31639;BEL20011112;WILLEMS Jago;???;BEL;24;16;;;;;;;;;;;;;
2824;2818;36888;LCA19810604;WILLIAM Thompson;???;LCA;44;2;;;;;;;;;;;;;
863;855;23727;BIZ19930809;WILLIAMS Cory;???;BIZ;32;50;;;;;;;;;;;;;
2013;2008;21864;JAM19940121;WILLIAMS Oshane;???;JAM;31;7;;;;;;;;;;;;;
1608;1601;7902;LCA19701113;WILLIAMS Stanislas Winston;???;LCA;55;14;;;;;;;;;;;;;
1452;1450;23431;LUX19960304;WIRTGEN Tom;???;LUX;29;17;;;;;;;;;;;;;
1525;1524;18780;POL19911207;WISNIOWSKI Lukasz;???;POL;34;15;;;;;;;;;;;;;
2750;2742;33637;GBR20020606;WOOD George;???;GBR;23;2;;;;;;;;;;;;;
1710;1703;33917;TTO20020115;WOODS Tariq;???;TTO;23;12;;;;;;;;;;;;;
2891;2883;28527;RSA19990330;WORSDALE Alexander;???;RSA;26;1;;;;;;;;;;;;;
641;637;32973;BEL19910810;WOUTERS Rutger;???;BEL;34;83;;;;;;;;;;;;;
2221;2211;6686;AUS19830803;WURF Cameron;???;AUS;42;5;;;;;;;;;;;;;
958;952;20818;DEN19940331;WÜRTZ SCHMIDT Mads;???;DEN;31;41;;;;;;;;;;;;;
2865;2858;3545;SUI19860625;WYSS Marcel;???;SUI;39;1;;;;;;;;;;;;;
2670;2666;20326;VEN19930514;YAGUARO FLORES Isaac Simon;???;VEN;32;2;;;;;;;;;;;;;
2796;2791;35835;BUR20010920;YAMEOGO Saturnin;???;BUR;24;2;;;;;;;;;;;;;
2704;2699;29752;CMR19940627;YAOU Gadji;???;CMR;31;2;;;;;;;;;;;;;
2168;2157;32070;NZL20020130;YARRELL Guy;???;NZL;23;6;;;;;;;;;;;;;
1803;1800;29924;RUS20000908;YATSENKO Ivan;???;RUS;25;10;;;;;;;;;;;;;
1391;1387;20401;SIN19880307;YEO Boon Kiak;???;SIN;37;19;;;;;;;;;;;;;
1465;1462;31478;KOS19951014;YMERI Albion;???;KOS;30;17;;;;;;;;;;;;;
2159;2149;30059;ISR19990507;YOGEV Alon;???;ISR;26;6;;;;;;;;;;;;;
